TIME_PERIOD,MAT,OBS_VALUE
2022-03-28,240,0.774
2022-03-28,300,0.896
2022-03-28,360,0.982
2022-03-28,480,1.011
2022-03-29,12,-0.055
2022-03-29,24,-0.021
2022-03-29,36,-0.003
2022-03-29,48,0.036
2022-03-29,60,0.076
2022-03-29,72,0.117
2022-03-29,84,0.162
2022-03-29,96,0.203
2022-03-29,108,0.234
2022-03-29,120,0.255
2022-03-29,180,0.552
2022-03-29,240,0.801
2022-03-29,300,0.935
2022-03-29,360,1.029
2022-03-29,480,1.083
2022-03-30,12,-0.065
2022-03-30,24,-0.031
2022-03-30,36,-0.017
2022-03-30,48,0.011
2022-03-30,60,0.05
2022-03-30,72,0.083
2022-03-30,84,0.117
2022-03-30,96,0.162
2022-03-30,108,0.195
2022-03-30,120,0.224
2022-03-30,180,0.509
2022-03-30,240,0.757
2022-03-30,300,0.883
2022-03-30,360,0.969
2022-03-30,480,1.021
2022-03-31,12,-0.075
2022-03-31,24,-0.03
2022-03-31,36,-0.031
2022-03-31,48,-0.002
2022-03-31,60,0.036
2022-03-31,72,0.068
2022-03-31,84,0.102
2022-03-31,96,0.147
2022-03-31,108,0.186
2022-03-31,120,0.218
2022-03-31,180,0.46
2022-03-31,240,0.697
2022-03-31,300,0.819
2022-03-31,360,0.906
2022-03-31,480,0.946
2022-04-01,12,-0.075
2022-04-01,24,-0.04
2022-04-01,36,-0.045
2022-04-01,48,-0.012
2022-04-01,60,0.026
2022-04-01,72,0.063
2022-04-01,84,0.102
2022-04-01,96,0.147
2022-04-01,108,0.186
2022-04-01,120,0.226
2022-04-01,180,0.469
2022-04-01,240,0.701
2022-04-01,300,0.824
2022-04-01,360,0.918
2022-04-01,480,0.963
2022-04-04,12,-0.076
2022-04-04,24,-0.04
2022-04-04,36,-0.048
2022-04-04,48,-0.016
2022-04-04,60,0.022
2022-04-04,72,0.058
2022-04-04,84,0.098
2022-04-04,96,0.142
2022-04-04,108,0.182
2022-04-04,120,0.223
2022-04-04,180,0.48
2022-04-04,240,0.706
2022-04-04,300,0.829
2022-04-04,360,0.928
2022-04-04,480,0.972
2022-04-05,12,-0.076
2022-04-05,24,-0.04
2022-04-05,36,-0.041
2022-04-05,48,-0.011
2022-04-05,60,0.027
2022-04-05,72,0.063
2022-04-05,84,0.102
2022-04-05,96,0.142
2022-04-05,108,0.182
2022-04-05,120,0.212
2022-04-05,180,0.48
2022-04-05,240,0.716
2022-04-05,300,0.847
2022-04-05,360,0.94
2022-04-05,480,0.989
2022-04-06,12,-0.075
2022-04-06,24,-0.035
2022-04-06,36,-0.03
2022-04-06,48,0.004
2022-04-06,60,0.047
2022-04-06,72,0.099
2022-04-06,84,0.145
2022-04-06,96,0.186
2022-04-06,108,0.221
2022-04-06,120,0.238
2022-04-06,180,0.515
2022-04-06,240,0.761
2022-04-06,300,0.892
2022-04-06,360,0.991
2022-04-06,480,1.047
2022-04-07,12,-0.077
2022-04-07,24,-0.04
2022-04-07,36,-0.032
2022-04-07,48,0.004
2022-04-07,60,0.041
2022-04-07,72,0.084
2022-04-07,84,0.128
2022-04-07,96,0.168
2022-04-07,108,0.207
2022-04-07,120,0.232
2022-04-07,180,0.505
2022-04-07,240,0.758
2022-04-07,300,0.892
2022-04-07,360,0.99
2022-04-07,480,1.052
2022-04-08,12,-0.097
2022-04-08,24,-0.08
2022-04-08,36,-0.052
2022-04-08,48,-0.016
2022-04-08,60,0.024
2022-04-08,72,0.069
2022-04-08,84,0.123
2022-04-08,96,0.166
2022-04-08,108,0.202
2022-04-08,120,0.227
2022-04-08,180,0.481
2022-04-08,240,0.738
2022-04-08,300,0.874
2022-04-08,360,0.969
2022-04-08,480,1.036
2022-04-11,12,-0.105
2022-04-11,24,-0.086
2022-04-11,36,-0.047
2022-04-11,48,-0.006
2022-04-11,60,0.036
2022-04-11,72,0.085
2022-04-11,84,0.14
2022-04-11,96,0.182
2022-04-11,108,0.217
2022-04-11,120,0.236
2022-04-11,180,0.491
2022-04-11,240,0.764
2022-04-11,300,0.902
2022-04-11,360,0.996
2022-04-11,480,1.057
2022-04-12,12,-0.108
2022-04-12,24,-0.08
2022-04-12,36,-0.047
2022-04-12,48,-0.01
2022-04-12,60,0.028
2022-04-12,72,0.085
2022-04-12,84,0.145
2022-04-12,96,0.193
2022-04-12,108,0.222
2022-04-12,120,0.241
2022-04-12,180,0.501
2022-04-12,240,0.773
2022-04-12,300,0.906
2022-04-12,360,0.996
2022-04-12,480,1.053
2022-04-13,12,-0.099
2022-04-13,24,-0.065
2022-04-13,36,-0.041
2022-04-13,48,-0.006
2022-04-13,60,0.034
2022-04-13,72,0.085
2022-04-13,84,0.14
2022-04-13,96,0.188
2022-04-13,108,0.217
2022-04-13,120,0.236
2022-04-13,180,0.491
2022-04-13,240,0.757
2022-04-13,300,0.888
2022-04-13,360,0.982
2022-04-13,480,1.029
2022-04-14,12,-0.095
2022-04-14,24,-0.061
2022-04-14,36,-0.041
2022-04-14,48,-0.011
2022-04-14,60,0.028
2022-04-14,72,0.075
2022-04-14,84,0.124
2022-04-14,96,0.178
2022-04-14,108,0.213
2022-04-14,120,0.237
2022-04-14,180,0.482
2022-04-14,240,0.741
2022-04-14,300,0.862
2022-04-14,360,0.947
2022-04-14,480,0.994
2022-04-15,12,-0.095
2022-04-15,24,-0.061
2022-04-15,36,-0.04
2022-04-15,48,-0.016
2022-04-15,60,0.029
2022-04-15,72,0.075
2022-04-15,84,0.13
2022-04-15,96,0.183
2022-04-15,108,0.217
2022-04-15,120,0.242
2022-04-15,180,0.49
2022-04-15,240,0.731
2022-04-15,300,0.847
2022-04-15,360,0.938
2022-04-15,480,0.984
2022-04-18,12,-0.085
2022-04-18,24,-0.056
2022-04-18,36,-0.035
2022-04-18,48,-0.016
2022-04-18,60,0.029
2022-04-18,72,0.081
2022-04-18,84,0.14
2022-04-18,96,0.188
2022-04-18,108,0.222
2022-04-18,120,0.242
2022-04-18,180,0.491
2022-04-18,240,0.746
2022-04-18,300,0.861
2022-04-18,360,0.961
2022-04-18,480,1.01
2022-04-19,12,-0.085
2022-04-19,24,-0.046
2022-04-19,36,-0.032
2022-04-19,48,-0.012
2022-04-19,60,0.03
2022-04-19,72,0.081
2022-04-19,84,0.142
2022-04-19,96,0.19
2022-04-19,108,0.228
2022-04-19,120,0.244
2022-04-19,180,0.492
2022-04-19,240,0.754
2022-04-19,300,0.87
2022-04-19,360,0.97
2022-04-19,480,1.019
2022-04-20,12,-0.075
2022-04-20,24,-0.046
2022-04-20,36,-0.031
2022-04-20,48,-0.007
2022-04-20,60,0.037
2022-04-20,72,0.097
2022-04-20,84,0.158
2022-04-20,96,0.203
2022-04-20,108,0.242
2022-04-20,120,0.253
2022-04-20,180,0.512
2022-04-20,240,0.78
2022-04-20,300,0.898
2022-04-20,360,0.984
2022-04-20,480,1.028
2022-04-21,12,-0.081
2022-04-21,24,-0.049
2022-04-21,36,-0.04
2022-04-21,48,-0.022
2022-04-21,60,0.021
2022-04-21,72,0.086
2022-04-21,84,0.156
2022-04-21,96,0.2
2022-04-21,108,0.236
2022-04-21,120,0.249
2022-04-21,180,0.512
2022-04-21,240,0.78
2022-04-21,300,0.898
2022-04-21,360,0.988
2022-04-21,480,1.028
2022-04-22,12,-0.085
2022-04-22,24,-0.057
2022-04-22,36,-0.042
2022-04-22,48,-0.022
2022-04-22,60,0.021
2022-04-22,72,0.086
2022-04-22,84,0.16
2022-04-22,96,0.211
2022-04-22,108,0.242
2022-04-22,120,0.25
2022-04-22,180,0.537
2022-04-22,240,0.798
2022-04-22,300,0.916
2022-04-22,360,1.015
2022-04-22,480,1.053
2022-04-25,12,-0.085
2022-04-25,24,-0.052
2022-04-25,36,-0.043
2022-04-25,48,-0.022
2022-04-25,60,0.017
2022-04-25,72,0.077
2022-04-25,84,0.143
2022-04-25,96,0.202
2022-04-25,108,0.237
2022-04-25,120,0.25
2022-04-25,180,0.523
2022-04-25,240,0.776
2022-04-25,300,0.898
2022-04-25,360,1.002
2022-04-25,480,1.049
2022-04-26,12,-0.085
2022-04-26,24,-0.057
2022-04-26,36,-0.043
2022-04-26,48,-0.022
2022-04-26,60,0.016
2022-04-26,72,0.076
2022-04-26,84,0.139
2022-04-26,96,0.194
2022-04-26,108,0.232
2022-04-26,120,0.251
2022-04-26,180,0.52
2022-04-26,240,0.767
2022-04-26,300,0.889
2022-04-26,360,0.988
2022-04-26,480,1.036
2022-04-27,12,-0.085
2022-04-27,24,-0.056
2022-04-27,36,-0.043
2022-04-27,48,-0.022
2022-04-27,60,0.017
2022-04-27,72,0.076
2022-04-27,84,0.139
2022-04-27,96,0.195
2022-04-27,108,0.232
2022-04-27,120,0.25
2022-04-27,180,0.516
2022-04-27,240,0.762
2022-04-27,300,0.885
2022-04-27,360,0.979
2022-04-27,480,1.028
2022-04-28,12,-0.085
2022-04-28,24,-0.06
2022-04-28,36,-0.047
2022-04-28,48,-0.027
2022-04-28,60,0.005
2022-04-28,72,0.057
2022-04-28,84,0.109
2022-04-28,96,0.17
2022-04-28,108,0.209
2022-04-28,120,0.22
2022-04-28,180,0.502
2022-04-28,240,0.748
2022-04-28,300,0.871
2022-04-28,360,0.974
2022-04-28,480,1.02
2022-05-02,12,-0.075
2022-05-02,24,-0.05
2022-05-02,36,-0.04
2022-05-02,48,-0.022
2022-05-02,60,0.017
2022-05-02,72,0.075
2022-05-02,84,0.135
2022-05-02,96,0.19
2022-05-02,108,0.222
2022-05-02,120,0.231
2022-05-02,180,0.517
2022-05-02,240,0.758
2022-05-02,300,0.885
2022-05-02,360,0.989
2022-05-02,480,1.036
2022-05-06,12,-0.075
2022-05-06,24,-0.045
2022-05-06,36,-0.037
2022-05-06,48,-0.011
2022-05-06,60,0.024
2022-05-06,72,0.091
2022-05-06,84,0.155
2022-05-06,96,0.21
2022-05-06,108,0.241
2022-05-06,120,0.247
2022-05-06,180,0.537
2022-05-06,240,0.777
2022-05-06,300,0.906
2022-05-06,360,1.012
2022-05-06,480,1.058
2022-05-09,12,-0.075
2022-05-09,24,-0.046
2022-05-09,36,-0.037
2022-05-09,48,-0.011
2022-05-09,60,0.023
2022-05-09,72,0.098
2022-05-09,84,0.166
2022-05-09,96,0.22
2022-05-09,108,0.245
2022-05-09,120,0.253
2022-05-09,180,0.545
2022-05-09,240,0.791
2022-05-09,300,0.926
2022-05-09,360,1.03
2022-05-09,480,1.075
2022-05-10,12,-0.075
2022-05-10,24,-0.046
2022-05-10,36,-0.037
2022-05-10,48,-0.011
2022-05-10,60,0.023
2022-05-10,72,0.092
2022-05-10,84,0.156
2022-05-10,96,0.216
2022-05-10,108,0.243
2022-05-10,120,0.253
2022-05-10,180,0.541
2022-05-10,240,0.781
2022-05-10,300,0.916
2022-05-10,360,1.029
2022-05-10,480,1.079
2022-05-11,12,-0.075
2022-05-11,24,-0.046
2022-05-11,36,-0.037
2022-05-11,48,-0.011
2022-05-11,60,0.023
2022-05-11,72,0.084
2022-05-11,84,0.146
2022-05-11,96,0.206
2022-05-11,108,0.238
2022-05-11,120,0.253
2022-05-11,180,0.537
2022-05-11,240,0.777
2022-05-11,300,0.912
2022-05-11,360,1.021
2022-05-11,480,1.079
2022-05-12,12,-0.086
2022-05-12,24,-0.051
2022-05-12,36,-0.041
2022-05-12,48,-0.016
2022-05-12,60,0.018
2022-05-12,72,0.074
2022-05-12,84,0.134
2022-05-12,96,0.194
2022-05-12,108,0.23
2022-05-12,120,0.251
2022-05-12,180,0.528
2022-05-12,240,0.767
2022-05-12,300,0.903
2022-05-12,360,1.007
2022-05-12,480,1.075
2022-05-13,12,-0.092
2022-05-13,24,-0.057
2022-05-13,36,-0.046
2022-05-13,48,-0.021
2022-05-13,60,0.012
2022-05-13,72,0.069
2022-05-13,84,0.129
2022-05-13,96,0.188
2022-05-13,108,0.225
2022-05-13,120,0.247
2022-05-13,180,0.518
2022-05-13,240,0.753
2022-05-13,300,0.89
2022-05-13,360,0.998
2022-05-13,480,1.061
2022-05-16,12,-0.086
2022-05-16,24,-0.056
2022-05-16,36,-0.044
2022-05-16,48,-0.021
2022-05-16,60,0.019
2022-05-16,72,0.075
2022-05-16,84,0.135
2022-05-16,96,0.191
2022-05-16,108,0.231
2022-05-16,120,0.247
2022-05-16,180,0.524
2022-05-16,240,0.758
2022-05-16,300,0.894
2022-05-16,360,1.002
2022-05-16,480,1.07
2022-05-17,12,-0.086
2022-05-17,24,-0.056
2022-05-17,36,-0.044
2022-05-17,48,-0.021
2022-05-17,60,0.019
2022-05-17,72,0.075
2022-05-17,84,0.135
2022-05-17,96,0.191
2022-05-17,108,0.231
2022-05-17,120,0.247
2022-05-17,180,0.532
2022-05-17,240,0.772
2022-05-17,300,0.908
2022-05-17,360,1.016
2022-05-17,480,1.087
2022-05-18,12,-0.086
2022-05-18,24,-0.056
2022-05-18,36,-0.041
2022-05-18,48,-0.016
2022-05-18,60,0.022
2022-05-18,72,0.07
2022-05-18,84,0.13
2022-05-18,96,0.189
2022-05-18,108,0.232
2022-05-18,120,0.246
2022-05-18,180,0.532
2022-05-18,240,0.777
2022-05-18,300,0.912
2022-05-18,360,1.021
2022-05-18,480,1.087
2022-05-19,12,-0.085
2022-05-19,24,-0.056
2022-05-19,36,-0.041
2022-05-19,48,-0.016
2022-05-19,60,0.022
2022-05-19,72,0.068
2022-05-19,84,0.126
2022-05-19,96,0.181
2022-05-19,108,0.226
2022-05-19,120,0.246
2022-05-19,180,0.527
2022-05-19,240,0.768
2022-05-19,300,0.903
2022-05-19,360,1.007
2022-05-19,480,1.075
2022-05-20,12,-0.096
2022-05-20,24,-0.056
2022-05-20,36,-0.045
2022-05-20,48,-0.021
2022-05-20,60,0.018
2022-05-20,72,0.06
2022-05-20,84,0.11
2022-05-20,96,0.167
2022-05-20,108,0.216
2022-05-20,120,0.243
2022-05-20,180,0.514
2022-05-20,240,0.744
2022-05-20,300,0.885
2022-05-20,360,0.989
2022-05-20,480,1.062
2022-05-23,12,-0.095
2022-05-23,24,-0.062
2022-05-23,36,-0.045
2022-05-23,48,-0.021
2022-05-23,60,0.019
2022-05-23,72,0.066
2022-05-23,84,0.116
2022-05-23,96,0.167
2022-05-23,108,0.217
2022-05-23,120,0.244
2022-05-23,180,0.51
2022-05-23,240,0.734
2022-05-23,300,0.881
2022-05-23,360,0.989
2022-05-23,480,1.062
2022-05-24,12,-0.095
2022-05-24,24,-0.067
2022-05-24,36,-0.05
2022-05-24,48,-0.026
2022-05-24,60,0.008
2022-05-24,72,0.057
2022-05-24,84,0.101
2022-05-24,96,0.152
2022-05-24,108,0.207
2022-05-24,120,0.239
2022-05-24,180,0.499
2022-05-24,240,0.73
2022-05-24,300,0.868
2022-05-24,360,0.97
2022-05-24,480,1.045
2022-05-25,12,-0.098
2022-05-25,24,-0.075
2022-05-25,36,-0.054
2022-05-25,48,-0.036
2022-05-25,60,-0.008
2022-05-25,72,0.037
2022-05-25,84,0.081
2022-05-25,96,0.132
2022-05-25,108,0.182
2022-05-25,120,0.215
2022-05-25,180,0.481
2022-05-25,240,0.712
2022-05-25,300,0.854
2022-05-25,360,0.962
2022-05-25,480,1.033
2022-05-26,12,-0.095
2022-05-26,24,-0.062
2022-05-26,36,-0.045
2022-05-26,48,-0.021
2022-05-26,60,0.008
2022-05-26,72,0.057
2022-05-26,84,0.102
2022-05-26,96,0.152
2022-05-26,108,0.206
2022-05-26,120,0.24
2022-05-26,180,0.519
2022-05-26,240,0.76
2022-05-26,300,0.903
2022-05-26,360,1.002
2022-05-26,480,1.078
2022-05-27,12,-0.095
2022-05-27,24,-0.067
2022-05-27,36,-0.051
2022-05-27,48,-0.026
2022-05-27,60,0.004
2022-05-27,72,0.052
2022-05-27,84,0.096
2022-05-27,96,0.147
2022-05-27,108,0.196
2022-05-27,120,0.236
2022-05-27,180,0.505
2022-05-27,240,0.741
2022-05-27,300,0.886
2022-05-27,360,0.989
2022-05-27,480,1.061
2022-05-30,12,-0.095
2022-05-30,24,-0.068
2022-05-30,36,-0.048
2022-05-30,48,-0.026
2022-05-30,60,0.008
2022-05-30,72,0.052
2022-05-30,84,0.101
2022-05-30,96,0.148
2022-05-30,108,0.196
2022-05-30,120,0.241
2022-05-30,180,0.511
2022-05-30,240,0.752
2022-05-30,300,0.895
2022-05-30,360,1.001
2022-05-30,480,1.07
2022-05-31,12,-0.085
2022-05-31,24,-0.07
2022-05-31,36,-0.049
2022-05-31,48,-0.026
2022-05-31,60,0.01
2022-05-31,72,0.064
2022-05-31,84,0.122
2022-05-31,96,0.173
2022-05-31,108,0.213
2022-05-31,120,0.246
2022-05-31,180,0.521
2022-05-31,240,0.766
2022-05-31,300,0.909
2022-05-31,360,1.021
2022-05-31,480,1.092
2022-06-01,12,-0.085
2022-06-01,24,-0.075
2022-06-01,36,-0.059
2022-06-01,48,-0.033
2022-06-01,60,-0.001
2022-06-01,72,0.052
2022-06-01,84,0.114
2022-06-01,96,0.168
2022-06-01,108,0.208
2022-06-01,120,0.242
2022-06-01,180,0.526
2022-06-01,240,0.766
2022-06-01,300,0.918
2022-06-01,360,1.034
2022-06-01,480,1.11
2022-06-02,12,-0.085
2022-06-02,24,-0.07
2022-06-02,36,-0.055
2022-06-02,48,-0.031
2022-06-02,60,0.006
2022-06-02,72,0.058
2022-06-02,84,0.122
2022-06-02,96,0.178
2022-06-02,108,0.217
2022-06-02,120,0.251
2022-06-02,180,0.535
2022-06-02,240,0.779
2022-06-02,300,0.931
2022-06-02,360,1.038
2022-06-02,480,1.122
2022-06-03,12,-0.086
2022-06-03,24,-0.07
2022-06-03,36,-0.059
2022-06-03,48,-0.036
2022-06-03,60,-0.001
2022-06-03,72,0.048
2022-06-03,84,0.106
2022-06-03,96,0.163
2022-06-03,108,0.206
2022-06-03,120,0.241
2022-06-03,180,0.521
2022-06-03,240,0.756
2022-06-03,300,0.916
2022-06-03,360,1.025
2022-06-03,480,1.101
2022-06-06,12,-0.086
2022-06-06,24,-0.065
2022-06-06,36,-0.055
2022-06-06,48,-0.03
2022-06-06,60,0.006
2022-06-06,72,0.058
2022-06-06,84,0.123
2022-06-06,96,0.179
2022-06-06,108,0.218
2022-06-06,120,0.252
2022-06-06,180,0.531
2022-06-06,240,0.766
2022-06-06,300,0.926
2022-06-06,360,1.029
2022-06-06,480,1.106
2022-06-07,12,-0.087
2022-06-07,24,-0.07
2022-06-07,36,-0.055
2022-06-07,48,-0.03
2022-06-07,60,0.009
2022-06-07,72,0.068
2022-06-07,84,0.143
2022-06-07,96,0.199
2022-06-07,108,0.229
2022-06-07,120,0.257
2022-06-07,180,0.541
2022-06-07,240,0.781
2022-06-07,300,0.944
2022-06-07,360,1.052
2022-06-07,480,1.123
2022-06-08,12,-0.087
2022-06-08,24,-0.07
2022-06-08,36,-0.059
2022-06-08,48,-0.035
2022-06-08,60,0.003
2022-06-08,72,0.063
2022-06-08,84,0.138
2022-06-08,96,0.199
2022-06-08,108,0.229
2022-06-08,120,0.257
2022-06-08,180,0.541
2022-06-08,240,0.775
2022-06-08,300,0.94
2022-06-08,360,1.055
2022-06-08,480,1.127
2022-06-09,12,-0.087
2022-06-09,24,-0.075
2022-06-09,36,-0.065
2022-06-09,48,-0.04
2022-06-09,60,0.003
2022-06-09,72,0.058
2022-06-09,84,0.128
2022-06-09,96,0.199
2022-06-09,108,0.233
2022-06-09,120,0.255
2022-06-09,180,0.544
2022-06-09,240,0.785
2022-06-09,300,0.953
2022-06-09,360,1.074
2022-06-09,480,1.144
2022-06-10,12,-0.088
2022-06-10,24,-0.081
2022-06-10,36,-0.069
2022-06-10,48,-0.041
2022-06-10,60,0.007
2022-06-10,72,0.073
2022-06-10,84,0.138
2022-06-10,96,0.213
2022-06-10,108,0.245
2022-06-10,120,0.261
2022-06-10,180,0.56
2022-06-10,240,0.798
2022-06-10,300,0.962
2022-06-10,360,1.079
2022-06-10,480,1.153
2022-06-13,12,-0.085
2022-06-13,24,-0.051
2022-06-13,36,-0.039
2022-06-13,48,-0.006
2022-06-13,60,0.047
2022-06-13,72,0.119
2022-06-13,84,0.189
2022-06-13,96,0.253
2022-06-13,108,0.263
2022-06-13,120,0.264
2022-06-13,180,0.613
2022-06-13,240,0.862
2022-06-13,300,1.033
2022-06-13,360,1.163
2022-06-13,480,1.241
2022-06-14,12,-0.085
2022-06-14,24,-0.05
2022-06-14,36,-0.02
2022-06-14,48,0.029
2022-06-14,60,0.092
2022-06-14,72,0.184
2022-06-14,84,0.271
2022-06-14,96,0.323
2022-06-14,108,0.31
2022-06-14,120,0.264
2022-06-14,180,0.639
2022-06-14,240,0.875
2022-06-14,300,1.042
2022-06-14,360,1.157
2022-06-14,480,1.237
2022-06-15,12,-0.095
2022-06-15,24,-0.06
2022-06-15,36,-0.026
2022-06-15,48,0.024
2022-06-15,60,0.087
2022-06-15,72,0.174
2022-06-15,84,0.261
2022-06-15,96,0.314
2022-06-15,108,0.314
2022-06-15,120,0.271
2022-06-15,180,0.693
2022-06-15,240,0.93
2022-06-15,300,1.095
2022-06-15,360,1.211
2022-06-15,480,1.286
2022-06-16,12,-0.114
2022-06-16,24,-0.084
2022-06-16,36,-0.053
2022-06-16,48,-0.01
2022-06-16,60,0.046
2022-06-16,72,0.131
2022-06-16,84,0.22
2022-06-16,96,0.28
2022-06-16,108,0.294
2022-06-16,120,0.269
2022-06-16,180,0.656
2022-06-16,240,0.872
2022-06-16,300,1.038
2022-06-16,360,1.148
2022-06-16,480,1.225
2022-06-17,12,-0.105
2022-06-17,24,-0.071
2022-06-17,36,-0.043
2022-06-17,48,0.0
2022-06-17,60,0.062
2022-06-17,72,0.135
2022-06-17,84,0.209
2022-06-17,96,0.259
2022-06-17,108,0.272
2022-06-17,120,0.239
2022-06-17,180,0.657
2022-06-17,240,0.886
2022-06-17,300,1.051
2022-06-17,360,1.152
2022-06-17,480,1.225
2022-06-20,12,-0.101
2022-06-20,24,-0.059
2022-06-20,36,-0.03
2022-06-20,48,0.02
2022-06-20,60,0.082
2022-06-20,72,0.15
2022-06-20,84,0.209
2022-06-20,96,0.259
2022-06-20,108,0.269
2022-06-20,120,0.248
2022-06-20,180,0.667
2022-06-20,240,0.916
2022-06-20,300,1.086
2022-06-20,360,1.188
2022-06-20,480,1.254
2022-06-21,12,-0.105
2022-06-21,24,-0.066
2022-06-21,36,-0.027
2022-06-21,48,0.02
2022-06-21,60,0.096
2022-06-21,72,0.155
2022-06-21,84,0.215
2022-06-21,96,0.268
2022-06-21,108,0.273
2022-06-21,120,0.252
2022-06-21,180,0.658
2022-06-21,240,0.918
2022-06-21,300,1.108
2022-06-21,360,1.217
2022-06-21,480,1.282
2022-06-22,12,-0.122
2022-06-22,24,-0.079
2022-06-22,36,-0.037
2022-06-22,48,0.01
2022-06-22,60,0.087
2022-06-22,72,0.156
2022-06-22,84,0.22
2022-06-22,96,0.27
2022-06-22,108,0.273
2022-06-22,120,0.255
2022-06-22,180,0.644
2022-06-22,240,0.922
2022-06-22,300,1.113
2022-06-22,360,1.226
2022-06-22,480,1.291
2022-06-23,12,-0.132
2022-06-23,24,-0.085
2022-06-23,36,-0.047
2022-06-23,48,-0.007
2022-06-23,60,0.066
2022-06-23,72,0.131
2022-06-23,84,0.191
2022-06-23,96,0.248
2022-06-23,108,0.258
2022-06-23,120,0.246
2022-06-23,180,0.628
2022-06-23,240,0.901
2022-06-23,300,1.091
2022-06-23,360,1.203
2022-06-23,480,1.275
2022-06-24,12,-0.133
2022-06-24,24,-0.079
2022-06-24,36,-0.047
2022-06-24,48,-0.017
2022-06-24,60,0.049
2022-06-24,72,0.106
2022-06-24,84,0.157
2022-06-24,96,0.22
2022-06-24,108,0.244
2022-06-24,120,0.24
2022-06-24,180,0.634
2022-06-24,240,0.897
2022-06-24,300,1.099
2022-06-24,360,1.211
2022-06-24,480,1.284
2022-06-27,12,-0.115
2022-06-27,24,-0.066
2022-06-27,36,-0.037
2022-06-27,48,-0.007
2022-06-27,60,0.061
2022-06-27,72,0.121
2022-06-27,84,0.176
2022-06-27,96,0.24
2022-06-27,108,0.258
2022-06-27,120,0.252
2022-06-27,180,0.659
2022-06-27,240,0.922
2022-06-27,300,1.13
2022-06-27,360,1.25
2022-06-27,480,1.32
2022-06-28,12,-0.114
2022-06-28,24,-0.045
2022-06-28,36,-0.027
2022-06-28,48,0.003
2022-06-28,60,0.068
2022-06-28,72,0.126
2022-06-28,84,0.182
2022-06-28,96,0.245
2022-06-28,108,0.263
2022-06-28,120,0.252
2022-06-28,180,0.664
2022-06-28,240,0.929
2022-06-28,300,1.135
2022-06-28,360,1.257
2022-06-28,480,1.337
2022-06-29,12,-0.114
2022-06-29,24,-0.05
2022-06-29,36,-0.034
2022-06-29,48,-0.002
2022-06-29,60,0.056
2022-06-29,72,0.116
2022-06-29,84,0.167
2022-06-29,96,0.23
2022-06-29,108,0.254
2022-06-29,120,0.246
2022-06-29,180,0.65
2022-06-29,240,0.911
2022-06-29,300,1.118
2022-06-29,360,1.24
2022-06-29,480,1.325
2022-06-30,12,-0.105
2022-06-30,24,-0.065
2022-06-30,36,-0.057
2022-06-30,48,-0.022
2022-06-30,60,0.042
2022-06-30,72,0.107
2022-06-30,84,0.167
2022-06-30,96,0.235
2022-06-30,108,0.253
2022-06-30,120,0.242
2022-06-30,180,0.634
2022-06-30,240,0.891
2022-06-30,300,1.083
2022-06-30,360,1.213
2022-06-30,480,1.294
2022-07-01,12,-0.105
2022-07-01,24,-0.07
2022-07-01,36,-0.074
2022-07-01,48,-0.032
2022-07-01,60,0.026
2022-07-01,72,0.088
2022-07-01,84,0.148
2022-07-01,96,0.211
2022-07-01,108,0.239
2022-07-01,120,0.229
2022-07-01,180,0.602
2022-07-01,240,0.873
2022-07-01,300,1.066
2022-07-01,360,1.205
2022-07-01,480,1.29
2022-07-04,12,-0.106
2022-07-04,24,-0.065
2022-07-04,36,-0.071
2022-07-04,48,-0.032
2022-07-04,60,0.031
2022-07-04,72,0.089
2022-07-04,84,0.149
2022-07-04,96,0.212
2022-07-04,108,0.239
2022-07-04,120,0.235
2022-07-04,180,0.608
2022-07-04,240,0.885
2022-07-04,300,1.084
2022-07-04,360,1.228
2022-07-04,480,1.315
2022-07-05,12,-0.106
2022-07-05,24,-0.06
2022-07-05,36,-0.068
2022-07-05,48,-0.031
2022-07-05,60,0.031
2022-07-05,72,0.089
2022-07-05,84,0.149
2022-07-05,96,0.212
2022-07-05,108,0.239
2022-07-05,120,0.253
2022-07-05,180,0.623
2022-07-05,240,0.904
2022-07-05,300,1.11
2022-07-05,360,1.255
2022-07-05,480,1.351
2022-07-06,12,-0.106
2022-07-06,24,-0.065
2022-07-06,36,-0.072
2022-07-06,48,-0.036
2022-07-06,60,0.025
2022-07-06,72,0.074
2022-07-06,84,0.119
2022-07-06,96,0.187
2022-07-06,108,0.224
2022-07-06,120,0.248
2022-07-06,180,0.613
2022-07-06,240,0.898
2022-07-06,300,1.098
2022-07-06,360,1.237
2022-07-06,480,1.339
2022-07-07,12,-0.115
2022-07-07,24,-0.071
2022-07-07,36,-0.072
2022-07-07,48,-0.036
2022-07-07,60,0.024
2022-07-07,72,0.069
2022-07-07,84,0.112
2022-07-07,96,0.182
2022-07-07,108,0.22
2022-07-07,120,0.249
2022-07-07,180,0.608
2022-07-07,240,0.903
2022-07-07,300,1.097
2022-07-07,360,1.235
2022-07-07,480,1.339
2022-07-08,12,-0.117
2022-07-08,24,-0.07
2022-07-08,36,-0.071
2022-07-08,48,-0.03
2022-07-08,60,0.035
2022-07-08,72,0.084
2022-07-08,84,0.13
2022-07-08,96,0.192
2022-07-08,108,0.229
2022-07-08,120,0.248
2022-07-08,180,0.614
2022-07-08,240,0.928
2022-07-08,300,1.118
2022-07-08,360,1.249
2022-07-08,480,1.351
